caseid,closure_type,closure_reason
20183009620,,
20183009617,,
20183009616,,
20183009614,,
20183009613,,
20183009612,,
20183009611,,
20183009609,Client Recess,1 - Client lost
20183009608,,
20183009607,,
20183009606,,
20183009604,,
20183009601,,
20183009600,,
20183009599,,
20183009598,,
20183009597,,
20183009591,,
20183009588,,
20183009587,,
20183009586,,
20183009584,,
20183009583,,
20183009582,,
20183009581,,
20183009580,,
20183009579,,
20183009575,,
20183009576,,
20183009571,,
20183009569,,
20183009568,,
20183009562,,
20183009561,,
20183009559,,
20183009556,,
20183009555,,
20183009554,,
20183009553,,
20183009547,,
20183009551,,
20183009545,,
20183009544,,
20183009543,,
20183009542,,
20183009541,,
20183009539,,
20183009538,,
20183009534,,
20183009533,,
20183009532,,
20183009531,,
20183009525,,
20183009530,,
20183009523,,
20183009522,,
20183009520,,
20183009516,,
20183009515,,
20183009511,,
20183009508,,
20183009507,,
20183009506,,
20183009505,,
20183009499,,
20183009494,,
20183009496,,
20183009492,,
20183009490,,
20183009488,,
20183009486,,
20183009485,,
20183009484,,
20183009483,,
20183009481,,
20183009480,,
20183009477,,
20183009474,,
20183009473,,
20183009467,,
20183009465,,
20183009464,,
20183009462,,
20183009461,,
20183009460,,
20183009458,,
20183009457,,
20183009456,,
20183009455,,
20183009451,,
20183009449,,
20183009448,,
20183009447,Client Recess,1 - Client lost
20183009446,,
20183009444,,
20183009437,,
20183009435,,
20183009434,,
20183009429,,
20183009428,,
20183009419,,
20183009418,,
20183009417,,
20183009415,,
20183009412,,
20183009410,,
20183009411,,
20183009408,,
20183009401,,
20183009400,,
20183009398,,
20183009397,,
20183009395,,
20183009394,,
20183009393,,
20183009392,,
20183009387,,
20183009386,,
20183009385,,
20183009384,,
20183009380,,
20183009379,,
20183009378,,
20183009376,,
20183009375,,
20183009372,,
20183009370,,
20183009366,,
20183009364,,
20183009363,,
20183009362,,
20183009360,,
20183009359,,
20183009355,,
20183009354,,
20183009352,,
20183009351,,
20183009346,,
20183009344,,
20183009345,,
20183009342,,
20183009341,,
20183009339,,
20183009337,,
20183009335,,
20183009334,,
20183009333,,
20183009331,,
20183009329,,
20183009326,,
20183009324,,
20183009323,,
20183009321,,
20183009318,,
20183009317,,
20183009316,,
20183009315,,
20183009314,,
20183009312,,
20183009311,,
20183009310,,
20183009307,,
20183009303,,
20183009300,,
20183009299,,
20183009297,,
20183009295,,
20183009294,,
20183009290,,
20183009289,,
20183009287,,
20183009286,,
20183009285,,
20183009283,,
20183009281,,
20183009280,,
20183009276,,
20183009274,,
20183009273,,
20183009272,,
20183009270,,
20183009268,,
20183009265,,
20183009263,,
20183009262,,
20183009260,,
20183009258,,
20183009257,,
20183009256,,
20183009252,,
20183009254,,
20183009251,,
20183009250,,
20183009249,,
20183009248,,
20183009245,,
20183009244,,
20183009242,,
20183009238,,
20183009237,,
20183009235,,
20183009234,,
20183009233,,
20183009230,,
20183009229,,
20183009228,,
20183009224,,
20183009219,,
20183009217,,
20183009216,,
20183009215,,
20183009214,,
20183009213,,
20183009212,Client Recess,2 - Keep bank account. Same dip
20183009211,,
20183009209,,
20183009208,,
20183009207,,
20183009206,,
20183009204,,
20183009202,,
20183009199,,
20183009198,,
20183009195,,
20183009194,,
20183009192,,
20183009185,,
20183009184,,
20183009183,,
20183009181,,
20183009180,,
20183009179,,
20183009178,,
20183009176,,
20183009173,,
20183009172,,
20183009161,,
20183009160,,
20183009157,,
20183009156,,
20183009154,,
20183009151,,
20183009149,,
20183009148,,
20183009146,,
20183009144,,
20183009142,,
20183009138,,
20183009135,,
20183009131,,
20183009130,,
20183009129,,
20183009128,,
20183009124,,
20183009123,,
20183009120,,
20183009119,,
20183009117,,
20183009114,,
20183009113,,
20183009112,,
20183009110,,
20183009109,,
20183009108,,
20183009107,,
20183009106,,
20183009104,,
20183009103,,
20183009097,,
20183009096,,
20183009095,,
20183009091,,
20183009090,,
20183009089,,
20183009087,,
20183009086,,
20183009085,,
20183009083,,
20183009081,,
20183009080,,
20183009077,,
20183009076,,
20183009068,,
20183009070,,
20183009066,,
20183009061,,
20183009059,,
20183009058,,
20183009057,,
20183009055,,
20183009054,,
20183009052,,
20183009051,,
20183009048,,
20183009044,,
20183009046,,
20183009045,,
20183009043,,
20183009042,,
20183009041,,
20183009040,,
20183009039,,
20183009037,,
20183009036,,
20183009035,,
20183009026,,
20183009024,,
20183009021,,
20183009019,,
20183009015,,
20183009014,,
20183009013,,
20183009011,,
20183009006,,
20183009003,,
20183009000,,
20183008998,,
20183008996,,
20183008995,,
20183008994,,
20183008991,,
20183008990,Client Recess,8 - Keep other relationships. Different dip
20183008989,,
20183008987,,
20183008985,,
20183008984,,
20183008981,,
20183008978,,
20183008975,,
20183008973,,
20183008974,,
20183008972,,
20183008971,,
20183008969,,
20183008967,,
20183008963,,
20183008965,,
20183008962,,
20183008960,,
20183008957,,
20183008956,,
20183008955,,
20183008954,,
20183008952,,
20183008951,,
20183008950,,
20183008949,,
20183008948,,
20183008947,,
20183008944,,
20183008943,,
20183008942,,
20183008941,,
20183008940,,
20183008939,,
20183008938,,
20183008932,,
20183008937,,
20183008931,,
20183008930,,
20183008922,,
20183008921,,
20183008918,,
20183008917,,
20183008916,,
20183008914,,
20183008913,,
20183008912,,
20183008910,,
20183008906,,
20183008904,,
20183008902,,
20183008901,,
20183008897,,
20183008898,,
20183008896,,
20183008894,,
20183008889,,
20183008886,,
20183008885,,
20183008884,,
20183008882,,
20183008880,,
20183008878,,
20183008875,,
20183008873,,
20183008869,,
20183008866,,
20183008864,,
20183008861,,
20183008862,,
20183008858,,
20183008857,,
20183008854,,
20183008851,,
20183008849,,
20183008848,,
20183008846,,
20183008845,,
20183008844,,
20183008843,,
20183008838,Client Recess,1 - Client lost
20183008842,Client Recess,1 - Client lost
20183008836,,
20183008834,,
20183008833,,
20183008832,,
20183008831,,
20183008830,,
20183008829,,
20183008828,,
20183008827,,
20183008826,,
20183008824,,
20183008822,,
20183008817,,
20183008815,,
20183008813,,
20183008812,,
20183008806,,
20183008801,,
20183008798,,
20183008797,,
20183008796,,
20183008793,,
20183008792,,
20183008791,,
20183008790,,
20183008789,,
20183008788,,
20183008787,,
20183008784,,
20183008782,,
20183008778,,
20183008774,,
20183008770,,
20183008773,,
20183008769,,
20183008768,,
20183008767,,
20183008766,,
20183008764,,
20183008758,,
20183008762,,
20183008756,,
20183008755,,
20183008754,,
20183008752,,
20183008748,,
20183008747,,
20183008746,,
20183008745,,
20183008744,,
20183008741,,
20183008739,,
20183008733,,
20183008729,,
20183008726,,
20183008724,,
20183008717,,
20183008714,,
20183008711,,
20183008704,,
20183008708,,
20183008707,,
20183008702,,
20183008700,,
20183008698,,
20183008696,,
20183008694,,
20183008690,,
20183008688,,
20183008687,,
20183008686,,
20183008684,,
20183008683,,
20183008680,,
20183008679,,
20183008676,,
20183008673,,
20183008672,,
20183008671,,
20183008670,,
20183008664,,
20183008662,,
20183008659,,
20183008661,,
20183008658,,
20183008657,,
20183008656,,
20183008652,,
20183008649,,
20183008648,,
20183008644,,
20183008647,,
20183008643,,
20183008641,,
20183008640,,
20183008639,,
20183008628,,
20183008626,,
20183008625,,
20183008624,,
20183008621,,
20183008620,,
20183008608,,
20183008619,,
20183008618,,
20183008610,,
20183008607,,
20183008606,,
20183008603,,
20183008602,,
20183008598,,
20183008592,,
20183008589,,
20183008588,,
20183008587,,
20183008583,Bank Recess,1 - Client lost
20183008581,,
20183008578,,
20183008576,,
20183008575,,
20183008574,,
20183008573,,
20183008572,,
20183008570,,
20183008569,,
20183008566,,
20183008565,,
20183008562,,
20183008559,,
20183008558,,
20183008556,,
20183008554,,
20183008553,,
20183008551,,
20183008550,,
20183008549,,
20183008547,,
20183008545,,
20183008546,,
20183008544,,
20183008542,,
20183008538,,
20183008537,,
20183008535,,
20183008534,,
20183008532,,
20183008528,,
20183008525,,
20183008523,,
20183008521,,
20183008519,,
20183008518,,
20183008517,,
20183008516,,
20183008515,,
20183008514,,
20183008512,,
20183008510,,
20183008509,,
20183008508,,
20183008507,,
20183008506,,
20183008503,,
20183008502,,
20183008498,,
20183008497,,
20183008494,,
20183008493,,
20183008492,,
20183008491,,
20183008489,,
20183008488,,
20183008485,,
20183008481,,
20183008480,,
20183008478,,
20183008472,,
20183008473,,
20183008470,,
20183008467,,
20183008469,,
20183008466,,
20183008463,,
20183008460,,
20183008458,,
20183008456,,
20183008455,,
20183008454,,
20183008449,,
20183008448,,
20183008447,,
20183008445,,
20183008442,,
20183008440,,
20183008438,,
20183008437,,
20183008436,,
20183008435,,
20183008432,,
20183008426,,
20183008430,,
20183008424,,
20183008429,,
20183008423,,
20183008422,,
20183008421,,
20183008420,,
20183008416,,
20183008415,,
20183008414,,
20183008412,,
20183008411,,
20183008408,,
20183008407,,
20183008406,,
20183008405,,
20183008403,,
20183008402,,
20183008401,,
20183008399,,
20183008397,,
20183008396,,
20183008394,,
20183008391,,
20183008390,,
20183008387,,
20183008385,,
20183008384,,
20183008383,,
20183008382,,
20183008380,,
20183008379,,
20183008378,,
20183008376,,
20183008374,,
20183008371,,
20183008369,,
20183008360,,
20183008359,,
20183008356,,
20183008355,,
20183008350,,
20183008347,,
20183008346,,
20183008340,,
20183008338,,
20183008335,,
20183008334,,
20183008331,,
20183008329,,
20183008328,,
20183008327,,
20183008324,,
20183008318,,
20183008316,,
20183008314,,
20183008313,,
20183008312,,
20183008311,,
20183008310,,
20183008308,,
20183008307,,
20183008306,,
20183008305,,
20183008302,,
20183008300,,
20183008298,,
20183008297,,
20183008292,,
20183008289,,
20183008288,,
20183008287,,
20183008284,,
20183008283,,
20183008281,,
20183008279,,
20183008277,,
20183008275,,
20183008273,,
20183008271,,
20183008269,,
20183008267,,
20183008264,,
20183008265,,
20183008263,,
20183008261,,
20183008260,,
20183008258,,
20183008257,,
20183008256,,
20183008254,,
20183008253,,
20183008251,,
20183008250,,
20183008247,,
20183008246,,
20183008239,,
20183008244,,
20183008238,,
20183008237,,
20183008236,,
20183008235,,
20183008233,,
20183008230,,
20183008223,,
20183008222,,
20183008220,,
20183008218,,
20183008216,,
20183008214,,
20183008212,,
20183008209,,
20183008207,,
20183008206,,
20183008204,,
20183008202,,
20183008201,,
20183008198,,
20183008197,,
20183008195,,
20183008194,,
20183008192,,
20183008191,,
20183008190,,
20183008189,,
20183008186,,
20183008185,,
20183008183,,
20183008178,,
20183008182,,
20183008180,,
20183008177,,
20183008175,,
20183008173,,
20183008171,,
20183008169,,
20183008166,,
20183008165,,
20183008163,,
20183008161,,
20183008159,,
20183008156,,
20183008155,,
20183008154,,
20183008150,,
20183008149,,
20183008147,,
20183008146,,
20183008144,,
20183008142,,
20183008141,,
20183008140,,
20183008139,,
20183008138,,
20183008137,,
20183008133,,
20183008132,,
20183008131,,
20183008129,,
20183008127,,
20183008126,,
20183008124,,
20183008123,,
20183008120,,
20183008118,,
20183008117,,
20183008115,,
20183008114,,
20183008113,,
20183008109,,
20183008110,,
20183008107,,
20183008106,,
20183008105,,
20183008104,,
20183008103,,
20183008102,,
20183008100,,
20183008098,,
20183008096,,
20183008093,,
20183008090,,
20183008089,,
20183008088,,
20183008087,,
20183008086,,
20183008081,,
20183008078,,
20183008075,,
20183008074,,
20183008069,,
20183008068,,
20183008067,,
20183008066,,
20183008064,,
20183008062,,
20183008061,,
20183008059,,
20183008053,,
20183008051,,
20183008050,,
20183008043,,
20183008041,,
20183008040,,
20183008039,,
20183008038,,
20183008035,,
20183008036,,
20183008029,,
20183008026,,
20183008021,,
20183008020,,
20183008019,,
20183008018,,
20183008016,,
20183008012,,
20183008015,,
20183008011,,
20183008009,Client Recess,1 - Client lost
20183008008,,
20183008006,,
20183008005,,
20183008000,,
20183007997,,
20183007994,,
20183007992,,
20183007991,,
20183007990,,
20183007987,,
20183007984,,
20183007983,,
20183007982,,
20183007980,,
20183007979,,
20183007978,,
20183007976,,
20183007974,,
20183007973,,
20183007972,,
20183007970,,
20183007967,,
20183007966,,
20183007963,,
20183007960,,
20183007958,,
20183007956,,
20183007955,,
20183007952,,
20183007951,,
20183007949,,
20183007947,,
20183007946,,
20183007944,,
20183007942,,
20183007940,,
20183007939,,
20183007938,,
20183007934,,
20183007935,,
20183007933,,
20183007931,,
20183007930,,
20183007928,,
20183007925,,
20183007921,,
20183007919,,
20183007918,,
20183007916,,
20183007915,,
20183007913,,
20183007912,,
20183007911,,
20183007910,,
20183007909,,
20183007907,,
20183007905,,
20183007903,,
20183007902,,
20183007898,,
20183007895,,
20183007893,,
20183007891,,
20183007890,,
20183007888,,
20183007886,,
20183007882,,
20183007881,,
20183007880,,
20183007879,,
20183007877,,
20183007872,,
20183007869,,
20183007867,,
20183007865,,
20183007864,,
20183007860,,
20183007859,,
20183007858,,
20183007857,,
20183007855,,
20183007852,,
20183007851,,
20183007849,,
20183007848,,
20183007846,,
20183007845,,
20183007844,,
20183007843,,
20183007842,,
20183007841,,
20183007837,,
20183007836,,
20183007835,,
20183007833,,
20183007831,,
20183007830,,
20183007829,,
20183007828,,
20183007827,,
20183007826,,
20183007822,,
20183007820,,
20183007819,Bank Recess,1 - Client lost
20183007818,,
20183007817,,
20183007816,,
20183007815,,
20183007814,,
20183007810,Inheritance,
20183007809,,
20183007805,,
20183007804,,
20183007802,,
20183007796,,
20183007795,,
20183007794,,
20183007793,,
20183007791,,
20183007789,,
20183007787,,
20183007785,,
20183007786,,
20183007784,,
20183007777,,
20183007775,,
20183007773,,
20183007771,,
20183007765,,
20183007764,,
20183007762,,
20183007751,,
20183007742,,
20183007744,,
20183007740,,
20183007739,,
20183007738,,
20183007735,,
20183007730,,
20183007728,,
20183007724,,
20183007723,,
20183007722,,
20183007721,,
20183007698,,
20183007697,,
20183007695,,
20183007690,,
20183007685,,
20183007684,,
20183007683,,
20183007682,,
20183007681,,
20183007680,,
20183007679,,
20183007677,,
20183007676,,
20183007675,,
20183007674,,
20183007671,,
20183007668,,
20183007659,,
20183007656,,
20183007655,,
20183007654,,
20183007653,,
20183007651,,
20183007650,,
20183007647,,
20183007646,,
20183007639,,
20183007635,,
20183007636,,
20183007633,,
20183007631,,
20183007628,,
20183007626,,
20183007625,,
20183007622,,
20183007621,,
20183007620,,
20183007619,,
20183007618,,
20183007616,,
20183007615,,
20183007614,,
20183007613,,
20183007610,,
20183007607,,
20183007603,,
20183007602,,
20183007598,,
20183007595,,
20183007594,,
20183007593,,
20183007592,,
20183007591,,
20183007590,,
20183007589,,
20183007587,,
20183007585,,
20183007584,,
20183007581,,
20183007576,,
20183007575,,
20183007573,,
20183007572,,
20183007570,,
20183007569,,
20183007568,,
20183007567,,
20183007565,,
20183007564,,
20183007563,,
20183007562,,
20183007558,,
20183007555,,
20183007551,,
20183007550,,
20183007548,,
20183007547,,
20183007545,,
20183007544,,
20183007537,,
20183007534,,
20183007532,,
20183007531,,
20183007529,,
20183007528,,
20183007527,,
20183007526,,
20183007525,,
20183007523,,
20183007522,,
20183007520,,
20183007521,,
20183007513,,
20183007512,,
20183007511,,
20183007507,,
20183007508,,
20183007506,,
20183007505,,
20183007504,,
20183007498,,
20183007496,,
20183007488,,
20183007487,,
20183007482,,
20183007481,,
20183007479,,
20183007477,,
20183007478,,
20183007475,Client Recess,2 - Keep bank account. Same dip
20183007474,,
20183007473,,
20183007471,,
20183007470,,
20183007467,,
20183007465,,
20183007462,,
20183007461,,
20183007452,,
20183007451,,
20183007448,,
20183007450,,
20183007446,,
20183007445,,
20183007441,,
20183007437,,
20183007439,,
20183007435,,
20183007436,,
20183007434,,
20183007433,,
20183007430,,
20183007432,,
20183007426,,
20183007429,,
20183007428,,
20183007425,,
20183007424,,
20183007423,,
20183007422,,
20183007421,,
20183007419,,
20183007413,,
20183007417,,
20183007414,,
20183007409,,
20183007408,,
20183007406,,
20183007404,,
20183007403,,
20183007402,,
20183007401,,
20183007400,,
20183007399,,
20183007398,,
20183007397,,
20183007396,,
20183007395,,
20183007394,,
20183007393,,
20183007390,,
20183007388,,
20183007387,,
20183007384,,
20183007383,,
20183007381,,
20183007379,,
20183007378,,
20183007377,,
20183007376,,
20183007374,,
20183007373,,
20183007372,,
20183007371,,
20183007369,,
20183007359,,
20183007362,,
20183007356,,
20183007354,,
20183007353,,
20183007351,,
20183007350,,
20183007349,,
20183007346,,
20183007345,,
20183007344,,
20183007342,,
20183007340,,
20183007339,,
20183007336,,
20183007331,,
20183007329,,
20183007326,,
20183007324,,
20183007323,,
20183007322,,
20183007319,,
20183007315,,
20183007312,,
20183007313,,
20183007308,,
20183007307,,
20183007305,,
20183007304,,
20183007302,,
20183007301,,
20183007300,,
20183007299,,
20183007298,,
20183007297,,
20183007296,,
20183007292,,
20183007291,,
20183007287,,
20183007286,,
20183007284,,
20183007283,,
20183007281,,
20183007279,,
20183007275,,
20183007273,,
20183007272,,
20183007270,,
20183007269,,
20183007266,,
20183007265,,
20183007262,,
20183007260,,
20183007258,,
20183007257,,
20183007255,,
20183007254,,
20183007253,,
20183007249,,
20183007247,,
20183007243,,
20183007242,,
20183007241,,
20183007240,,
20183007239,,
20183007238,,
20183007237,,
20183007234,,
20183007231,,
20183007229,,
20183007228,,
20183007227,,
20183007224,,
20183007223,,
20183007221,,
20183007219,,
20183007218,,
20183007217,,
20183007216,,
20183007214,,
20183007213,,
20183007211,,
20183007210,,
20183007209,,
20183007208,,
20183007204,,
20183007203,,
20183007198,,
20183007197,,
20183007193,,
20183007191,,
20183007190,,
20183007188,,
20183007187,,
20183007186,,
20183007185,,
20183007184,,
20183007183,,
20183007182,,
20183007178,,
20183007175,,
20183007172,,
20183007171,,
20183007169,,
20183007168,,
20183007167,,
20183007165,,
20183007163,,
20183007162,,
20183007160,,
20183007159,,
20183007158,,
20183007156,,
20183007155,,
20183007154,,
20183007153,,
20183007151,,
20183007150,,
20183007147,,
20183007146,,
20183007144,,
20183007143,,
20183007139,,
20183007138,,
20183007135,,
20183007132,,
20183007131,Client Recess,1 - Client lost
20183007129,,
20183007126,,
20183007125,,
20183007119,,
20183007115,,
20183007114,,
20183007108,,
20183007105,,
20183007104,,
20183007101,,
20183007100,,
20183007097,,
20183007093,,
20183007092,,
20183007091,,
20183007090,,
20183007089,,
20183007088,,
20183007081,,
20183007087,,
20183007079,,
20183007078,,
20183007077,,
20183007067,,
20183007065,,
20183007062,,
20183007059,,
20183007058,,
20183007057,,
20183007050,,
20183007055,,
20183007054,,
20183007048,,
20183007047,,
20183007046,,
20183007044,,
20183007037,,
20183007040,,
20183007035,,
20183007033,,
20183007032,,
20183007031,,
20183007028,,
20183007026,,
20183007021,,
20183007020,,
20183007016,,
20183007015,,
20183007007,,
20183007005,,
20183007000,,
20183006990,,
20183006989,,
20183006987,,
20183006986,,
20183006983,,
20183006982,,
20183006981,,
20183006980,,
20183006978,,
20183006977,,
20183006975,,
20183006970,,
20183006967,,
20183006965,,
20183006963,,
20183006961,,
20183006960,,
20183006959,,
20183006957,,
20183006955,,
20183006954,,
20183006950,,
20183006949,,
20183006948,,
20183006947,,
20183006945,,
20183006943,Client Recess,1 - Client lost
20183006942,,
20183006941,,
20183006939,,
20183006935,,
20183006934,,
20183006932,,
20183006931,,
20183006928,,
20183006925,,
20183006922,,
20183006921,,
20183006919,,
20183006917,,
20183006916,,
20183006915,,
20183006914,,
20183006911,,
20183006909,,
20183006908,,
20183006904,,
20183006903,,
20183006902,,
20183006900,,
20183006897,,
20183006893,,
20183006894,,
20183006892,,
20183006890,,
20183006889,,
20183006887,,
20183006886,,
20183006884,,
20183006881,,
20183006880,,
20183006878,,
20183006877,,
20183006875,,
20183006874,,
20183006873,,
20183006872,,
20183006869,,
20183006868,,
20183006865,,
20183006863,,
20183006860,,
20183006859,,
20183006858,,
20183006857,,
20183006844,,
20183006850,,
20183006843,,
20183006842,Inheritance,
20183006841,,
20183006840,,
20183006839,,
20183006836,,
20183006835,,
20183006834,,
20183006833,,
20183006832,,
20183006827,,
20183006824,,
20183006823,,
20183006820,,
20183006816,,
20183006815,,
20183006812,,
20183006807,,
20183006801,,
20183006799,,
20183006798,,
20183006793,,
20183006792,,
20183006789,,
20183006791,,
20183006787,,
20183006785,,
20183006784,,
20183006782,,
20183006778,,
20183006777,,
20183006776,,
20183006775,,
20183006774,,
20183006773,,
20183006772,,
20183006769,,
20183006767,,
20183006766,,
20183006765,,
20183006764,,
20183006762,,
20183006761,,
20183006756,,
20183006754,,
20183006753,,
20183006752,,
20183006749,,
20183006747,,
20183006743,,
20183006745,,
20183006738,,
20183006737,,
20183006735,,
20183006734,,
20183006732,,
20183006730,,
20183006724,,
20183006723,,
20183006722,,
20183006721,,
20183006718,,
20183006716,,
20183006715,,
20183006712,,
20183006711,,
20183006705,,
20183006704,,
20183006703,,
20183006700,,
20183006699,,
20183006697,,
20183006694,,
20183006693,,
20183006691,,
20183006690,,
20183006689,,
20183006688,,
20183006686,,
20183006683,,
20183006682,,
20183006681,,
20183006677,,
20183006676,,
20183006674,,
20183006673,,
20183006671,,
20183006667,,
20183006665,,
20183006663,,
20183006661,,
20183006660,,
20183006657,,
20183006656,,
20183006654,,
20183006652,,
20183006653,,
20183006650,,
20183006647,,
20183006643,,
20183006645,,
20183006642,,
20183006639,,
20183006636,,
20183006630,,
20183006627,,
20183006626,,
20183006625,,
20183006624,,
20183006623,,
20183006621,,
20183006619,,
20183006617,,
20183006616,,
20183006610,,
20183006606,,
20183006604,,
20183006603,,
20183006602,,
20183006601,,
20183006600,,
20183006597,,
20183006596,,
20183006595,,
20183006593,,
20183006591,,
20183006588,,
20183006587,Client Recess,1 - Client lost
20183006586,,
20183006582,,
20183006581,,
20183006580,,
20183006576,,
20183006575,,
20183006574,,
20183006570,,
20183006569,,
20183006567,,
20183006564,,
20183006563,,
20183006560,,
20183006559,,
20183006558,Bank Recess,1 - Client lost
20183006556,,
20183006555,,
20183006553,,
20183006551,,
20183006549,,
20183006548,,
20183006547,,
20183006545,,
20183006544,,
20183006541,,
20183006537,,
20183006536,,
20183006534,,
20183006531,,
20183006529,,
20183006528,,
20183006526,,
20183006524,,
20183006523,,
20183006519,,
20183006522,,
20183006521,,
20183006518,Client Recess,1 - Client lost
20183006516,,
20183006508,,
20183006512,,
20183006507,,
20183006503,,
20183006500,,
20183006498,,
20183006495,,
20183006497,,
20183006489,,
20183006490,,
20183006486,,
20183006485,,
20183006483,,
20183006476,,
20183006480,,
20183006475,,
20183006474,,
20183006471,,
20183006469,,
20183006468,,
20183006467,,
20183006465,,
20183006464,,
20183006463,,
20183006462,,
20183006461,,
20183006459,,
20183006458,,
20183006455,,
20183006454,,
20183006453,,
20183006443,,
20183006441,,
20183006438,,
20183006437,,
20183006435,,
20183006432,,
20183006434,,
20183006430,,
20183006425,,
20183006420,,
20183006424,,
20183006415,,
20183006414,,
20183006413,,
20183006410,,
20183006408,,
20183006404,,
20183006402,,
20183006396,,
20183006395,,
20183006394,,
20183006392,,
20183006389,,
20183006388,,
20183006387,,
20183006385,,
20183006382,,
20183006381,,
20183006379,,
20183006375,,
20183006373,,
20183006372,,
20183006370,,
20183006366,,
20183006365,,
20183006364,,
20183006361,,
20183006360,,
20183006358,,
20183006355,,
20183006353,,
20183006352,,
20183006351,,
20183006350,,
20183006348,,
20183006349,,
20183006347,,
20183006346,,
20183006344,,
20183006343,,
20183006342,,
20183006338,,
20183006335,,
20183006333,,
20183006332,,
20183006330,,
20183006329,,
20183006328,,
20183006326,,
20183006320,,
20183006316,,
20183006314,,
20183006313,,
20183006310,,
20183006308,,
20183006307,,
20183006302,,
20183006301,,
20183006300,,
20183006299,,
20183006297,,
20183006289,,
20183006288,,
20183006286,,
20183006287,,
20183006285,,
20183006283,,
20183006282,,
20183006278,,
20183006277,,
20183006276,,
20183006273,,
20183006272,,
20183006271,,
20183006268,,
20183006267,,
20183006263,,
20183006262,,
20183006259,,
20183006257,,
20183006252,,
20183006248,,
20183006246,,
20183006244,,
20183006243,,
20183006242,,
20183006240,,
20183006239,,
20183006237,,
20183006234,,
20183006232,,
20183006231,,
20183006229,,
20183006228,,
20183006226,,
20183006225,,
20183006224,,
20183006223,,
20183006222,,
20183006221,,
20183006216,,
20183006213,,
20183006214,,
20183006212,,
20183006207,,
20183006205,,
20183006206,,
20183006201,,
20183006199,,
20183006198,,
20183006197,,
20183006195,,
20183006194,,
20183006192,,
20183006191,,
20183006189,,
20183006186,,
20183006182,,
20183006178,,
20183006176,,
20183006175,,
20183006174,,
20183006173,,
20183006170,,
20183006168,,
20183006166,,
20183006164,,
20183006160,,
20183006162,,
20183006157,,
20183006154,,
20183006152,,
20183006153,,
20183006147,,
20183006146,,
20183006145,,
20183006143,,
20183006141,,
20183006138,,
20183006137,,
20183006136,,
20183006133,,
20183006131,,
20183006130,,
20183006126,,
20183006122,,
20183006121,,
20183006120,,
20183006117,,
20183006116,,
20183006113,,
20183006112,,
20183006111,,
20183006110,,
20183006103,,
20183006102,,
20183006099,,
20183006098,,
20183006096,,
20183006097,,
20183006095,,
20183006093,,
20183006094,,
20183006091,,
20183006090,,
20183006089,,
20183006088,,
20183006087,,
20183006085,,
20183006084,,
20183006083,,
20183006082,,
20183006080,,
20183006078,,
20183006077,,
20183006076,,
20183006073,,
20183006072,,
20183006071,,
20183006070,,
20183006069,,
20183006068,,
20183006066,,
20183006064,,
20183006062,,
20183006061,,
20183006058,,
20183006055,,
20183006053,,
20183006054,,
20183006052,,
20183006051,,
20183006050,,
20183006045,,
20183006040,,
20183006039,,
20183006037,,
20183006036,,
20183006035,,
20183006034,,
20183006033,,
20183006032,,
20183006029,,
20183006024,,
20183006023,,
20183006020,,
20183006018,,
20183006016,,
20183006015,,
20183006012,,
20183006010,,
20183006006,,
20183006004,,
20183006003,,
20183006002,,
20183006001,,
20183006000,,
20183005998,,
20183005996,,
20183005995,,
20183005992,,
20183005990,,
20183005988,,
20183005987,,
20183005983,,
20183005981,,
20183005977,,
20183005973,,
20183005971,,
20183005968,,
20183005967,,
20183005964,,
20183005963,,
20183005959,,
20183005958,,
20183005955,,
20183005953,,
20183005952,,
20183005951,,
20183005943,,
20183005944,,
20183005942,,
20183005941,,
20183005938,,
20183005935,,
20183005934,,
20183005933,,
20183005932,,
20183005931,,
20183005930,,
20183005929,,
20183005927,,
20183005926,,
20183005925,,
20183005922,,
20183005921,,
20183005920,,
20183005916,,
20183005915,,
20183005913,,
20183005910,,
20183005909,,
20183005906,,
20183005904,,
20183005902,,
20183005901,,
20183005899,,
20183005894,,
20183005888,,
20183005887,,
20183005886,,
20183005884,,
20183005881,,
20183005880,,
20183005878,,
20183005879,,
20183005876,,
20183005875,,
20183005874,,
20183005873,,
20183005872,,
20183005871,,
20183005869,,
20183005868,,
20183005867,,
20183005866,,
20183005865,,
20183005864,,
20183005863,,
20183005861,,
20183005860,,
20183005859,,
20183005856,,
20183005855,,
20183005854,,
20183005853,,
20183005852,,
20183005851,,
20183005849,,
20183005848,,
20183005846,,
20183005845,,
20183005838,,
20183005836,,
20183005834,,
20183005827,,
20183005826,,
20183005825,,
20183005823,,
20183005822,,
20183005821,,
20183005820,,
20183005818,,
20183005817,,
20183005814,,
20183005813,,
20183005811,,
20183005810,,
20183005808,Client Recess,4 - Open new bank account. Same dip
20183005806,,
20183005805,,
20183005801,,
20183005798,,
20183005797,,
20183005792,,
20183005791,,
20183005790,,
20183005789,,
20183005788,,
20183005786,,
20183005784,,
20183005778,,
20183005776,,
20183005775,,
20183005774,,
20183005773,,
20183005772,,
20183005770,,
20183005768,,
20183005767,,
20183005766,,
20183005761,,
20183005756,,
20183005752,,
20183005749,,
20183005747,,
20183005742,,
20183005736,,
20183005732,,
20183005730,,
20183005729,Client Recess,1 - Client lost
20183005728,,
20183005725,,
20183005723,,
20183005722,,
20183005719,,
20183005717,,
20183005716,,
